Light Intensity (% of scale max) Alessio_0.16_0.5_lampadina	Position (m) Alessio_0.16_0.5_lampadina
0.6000000000	-0.0912000000
0.6000000000	-0.0912000000
0.7000000000	-0.0914000000
0.8000000000	-0.0914000000
0.8000000000	-0.0914000000
0.8000000000	-0.0914000000
0.8000000000	-0.0914000000
0.8000000000	-0.0914000000
0.8000000000	-0.0914000000
0.8000000000	-0.0914000000
0.8000000000	-0.0914000000
0.8000000000	-0.0914000000
0.8000000000	-0.0914000000
0.8000000000	-0.0914000000
0.8000000000	-0.0914000000
0.8000000000	-0.0914000000
0.8000000000	-0.0914000000
0.8000000000	-0.0914000000
0.9000000000	-0.0916000000
1.1000000000	-0.0925000000
0.7000000000	-0.0929000000
0.7000000000	-0.0930000000
0.5000000000	-0.0932000000
0.4000000000	-0.0934000000
0.3000000000	-0.0935000000
0.1000000000	-0.0938000000
0.2000000000	-0.0942000000
0.5000000000	-0.0944000000
0.9000000000	-0.0946000000
1.0000000000	-0.0946000000
1.6000000000	-0.0948000000
2.0000000000	-0.0949000000
2.8000000000	-0.0950000000
5.2000000000	-0.0954000000
7.6000000000	-0.0958000000
7.8000000000	-0.0958000000
7.8000000000	-0.0958000000
7.8000000000	-0.0958000000
7.9000000000	-0.0958000000
8.0000000000	-0.0958000000
8.0000000000	-0.0958000000
8.0000000000	-0.0958000000
8.1000000000	-0.0958000000
8.1000000000	-0.0958000000
8.1000000000	-0.0958000000
8.0000000000	-0.0958000000
8.0000000000	-0.0958000000
8.0000000000	-0.0958000000
8.0000000000	-0.0958000000
8.0000000000	-0.0958000000
8.0000000000	-0.0958000000
9.2000000000	-0.0959000000
14.2000000000	-0.0964000000
15.8000000000	-0.0966000000
16.5000000000	-0.0968000000
19.9000000000	-0.0974000000
20.0000000000	-0.0974000000
20.3000000000	-0.0975000000
20.5000000000	-0.0979000000
20.5000000000	-0.0980000000
20.2000000000	-0.0981000000
18.8000000000	-0.0984000000
17.6000000000	-0.0986000000
15.0000000000	-0.0991000000
9.9000000000	-0.0995000000
9.4000000000	-0.0996000000
8.3000000000	-0.0998000000
